city,zone,ward,ward_no,year,res_collection,res_demand,com_collection,com_demand,total_collection,total_demand,efficiency,risk_flag,gap,growth,commercial_share,risk_score
CHENNAI,Kodambakkam,0.0,N138,2016_17,0.913366,0.8753413,0.9126334,0.9324711,1.8259994000000002,1.8078124,1.0100602252755873,0,-0.018187000000000175,-0.2735001840042416,0.499799397524446,-0.010060225275587288
CHENNAI,Kodambakkam,0.0,N139,2016_17,0.7309759,0.7506111,0.3306802,0.3411493,1.0616561,1.0917604,0.9724259095677036,0,0.030104300000000084,-0.41858902034688517,0.3114758159445417,0.027574090432296403
CHENNAI,Kodambakkam,0.0,N140,2016_17,1.008300975,0.9301065,0.650872,0.5463367,1.6591729750000002,1.4764431999999998,1.1237634979794686,0,-0.18272977500000032,0.5628158449803098,0.39228700672393724,-0.12376349797946867
CHENNAI,Kodambakkam,0.0,N141,2016_17,1.09474623,1.1183015,2.1152216,1.9264012,3.20996783,3.0447027,1.0542795623362504,0,-0.16526512999999987,0.9346794326854315,0.658954142851955,-0.054279562336250406
CHENNAI,Kodambakkam,0.0,N142,2016_17,1.124261383,1.0802258,1.633132497,1.401224,2.75739388,2.4814498,1.111202765415605,0,-0.2759440799999999,-0.14099018244678174,0.5922739253341638,-0.11120276541560495
CHENNAI,Kodambakkam,0.0,N127,2017_18,1.4911899,1.5011751,5.885446198,3.0754244,7.3766360980000005,4.5765995,1.6118159559297247,0,-2.800036598,1.6752203054864259,0.7978496051331174,-0.6118159559297247
CHENNAI,Kodambakkam,0.0,N128,2017_18,2.782723348,2.6240621,1.9765707,1.9511044,4.759294048,4.5751665,1.0402449939253577,0,-0.1841275480000002,-0.3548151237539874,0.4153075393252104,-0.04024499392535774
CHENNAI,Kodambakkam,0.0,N129,2017_18,2.114467594,2.1748203,3.129201298,2.597186,5.2436688920000005,4.7720063,1.09883947387077,0,-0.4716625920000004,0.1017745151097671,0.5967579880518512,-0.0988394738707701
CHENNAI,Kodambakkam,0.0,N130,2017_18,1.236909765,1.2587521,5.8064201,5.5934677,7.0433298650000005,6.852219799999999,1.0278902414951723,0,-0.19111006500000105,0.34320644763548125,0.8243856544123396,-0.027890241495172274
CHENNAI,Kodambakkam,0.0,N131,2017_18,1.035010121,1.1649403,0.5991504,0.7581577,1.634160521,1.923098,0.8497541576144326,0,0.2889374789999999,-0.7679846674340021,0.3666410932711548,0.15024584238556737
CHENNAI,Kodambakkam,0.0,N132,2017_18,1.842142699,1.7898817,2.017971723,1.7995156,3.860114422,3.5893973,1.0754213310407295,0,-0.2707171220000002,1.3621390753203735,0.5227751051883197,-0.07542133104072941
CHENNAI,Kodambakkam,0.0,N133,2017_18,1.463339817,1.527049,1.027876897,1.2949877,2.491216714,2.8220367,0.8827726138359576,0,0.33081998599999984,-0.3546261997308223,0.4126003535636202,0.11722738616404238
CHENNAI,Kodambakkam,0.0,N134,2017_18,1.598596164,1.5969922,2.0448203,2.1295865,3.643416464,3.7265787,0.9776840252964468,0,0.08316223600000017,0.46250482486125444,0.5612370477557352,0.022315974703553187
CHENNAI,Kodambakkam,0.0,N135,2017_18,1.643904929,1.7377581,1.303610965,1.3069533,2.9475158940000004,3.0447113999999997,0.9680772680129882,0,0.09719550599999938,-0.1910022027061904,0.4422744480033667,0.031922731987011774
CHENNAI,Kodambakkam,0.0,N136,2017_18,2.457507927,2.4507906,14.04083019,13.1867775,16.498338117,15.6375681,1.055045005175709,0,-0.8607700170000001,4.597370365528552,0.8510451228740568,-0.055045005175708935
